Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,Mean,Median,StdDev
2019-08-18,0.9477,0.2863,-0.2263,0.0038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.252875,0.252875,0.3938390654823363
2019-08-16,-0.1511,-0.1511,0.9509,0.9325,0.993,0.993,0.9451,0.3262,0.9911,-0.8251,-0.8251,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3799454545454546,0.6562227272727272,0.6841978750728368
2019-08-15,0.743,0.743,-0.6059,-0.6059,0.9766,0.9766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37123333333333336,0.743,0.658989677024309
2019-08-14,0.989,-0.8922,-0.8922,0.9778,-0.9014,-0.7943,-0.8709,-0.2263,-0.9728,0.296,-0.9794,-0.9794,0.9829,0.9951,0.994,,,,,,,,,,,,,,,,,,,,,,,,-0.15160666666666664,-0.5103,0.8460366920250056
2019-08-13,0.9713,-0.7845,-0.7845,0.9337,-0.648,-0.648,-0.923,-0.923,0.9337,0.9864,0.9864,0.9468,0.989,-0.7404,-0.7404,0.9886,0.9774,0.2111,0.9792,0.5574,0.9153,-0.8658,0.3291,0.659,0.659,-0.982,-0.9877,-0.9691,,,,,,,,,,,0.10810714285714287,0.3291,0.8260510674157573
2019-08-12,-0.9247,0.9044,0.9044,0.9725,0.9952,0.9952,0.9725,0.991,0.991,-0.9734,-0.9631,-0.8939,0.2247,,,,,,,,,,,,,,,,,,,,,,,,,,0.32275384615384617,0.9044,0.8457301735654276
2019-08-11,0.6597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6597,0.6597,0.0
2019-08-10,0.6135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6135,0.6135,0.0
2019-08-09,0.9824,0.9824,-0.9755,0.9932,-0.9832,0.9932,-0.296,0.8074,0.9626,0.9626,-0.9554,-0.9288,-0.9288,-0.9247,,,,,,,,,,,,,,,,,,,,,,,,,0.04938571428571432,0.04938571428571432,0.8896874214068241
2019-08-08,0.9819,0.9819,0.9853,0.7783,0.9884,0.7783,0.9884,-0.3577,-0.3577,0.0516,0.0516,-0.2263,0.9983,0.9983,0.9983,-0.4359,-0.4359,0.9801,-0.5719,,,,,,,,,,,,,,,,,,,,0.43027894736842104,0.7783,0.617740282389995
2019-08-07,0.9801,0.9801,0.9942,0.9635,0.3744,0.9902,0.9902,-0.8957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.672125,0.9801,0.5974716595382487
2019-08-06,0.973,0.3064,0.3064,-0.5423,-0.5423,-0.7316,-0.7316,-0.9092,0.973,-0.9377,0.9912,-0.7548,0.4417,0.9303,0.9303,0.9912,-0.3612,0.1027,0.1531,-0.8694,-0.5423,0.9871,-0.8694,0.948,-0.9849,,,,,,,,,,,,,,0.010307999999999993,0.056504,0.7524126826204579
2019-08-05,-0.9435,-0.8271,-0.8271,-0.872,-0.9538,-0.9538,-0.9517,-0.9023,-0.7099,-0.9924,-0.9924,-0.9924,-0.9924,-0.9703,-0.9781,-0.9896,0.6824,0.6824,0.9775,-0.8062,0.9775,-0.9561,-0.7408,-0.9561,-0.2263,0.9938,0.9366,,,,,,,,,,,,-0.49200370370370367,-0.88715,0.7387083390873558
2019-08-04,0.296,0.296,0.4767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35623333333333335,0.32611666666666667,0.0749898952452188
2019-08-03,0.9769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9769,0.9769,0.0
2019-08-02,-0.9807,0.8627,0.8627,-0.2023,0.7866,-0.7184,-0.7184,-0.9807,0.3804,0.3804,0.3804,-0.8641,-0.9296,0.5423,0.5423,-0.9711,-0.2023,0.5267,-0.3431,0.1742,-0.4019,-0.9061,-0.9061,-0.9717,,,,,,,,,,,,,,,-0.194075,-0.2023,0.6630331404591443
2019-08-01,-0.9761,0.9995,0.9773,0.9773,0.9106,0.9903,0.9571,0.9903,0.9501,0.9382,0.8184,-0.0258,0.8184,-0.0258,-0.0258,,,,,,,,,,,,,,,,,,,,,,,,0.6182666666666667,0.9244,0.5616652712061562
2019-07-31,0.0,-0.4124,-0.4124,0.9771,0.9771,-0.2263,-0.743,0.9971,0.3673,0.9824,0.8088,0.8088,0.8088,0.1045,0.9657,0.9931,0.9931,0.1531,0.1531,0.9682,0.4741,0.95,0.95,0.8442,0.94,0.8442,0.9928,0.9628,0.97,-0.3612,0.9971,0.998,0.9595,-0.9942,0.97,,,,0.5646114285714284,0.8920999999999999,0.5754124753550081
2019-07-30,-0.9684,0.998,0.9958,0.8267,0.8267,0.984,0.984,0.8338,0.7184,0.7184,0.9981,-0.4404,-0.5106,0.936,0.9647,0.9403,0.9958,-0.9855,0.9764,0.5276,0.9718,-0.1531,0.9958,0.9848,0.9794,0.9794,0.9794,0.9259,0.9259,-0.2023,-0.2023,0.4588,,,,,,,0.5926031250000001,0.9259,0.6024327805466423
2019-07-29,0.2698,0.2698,-0.7717,-0.264,0.9344,0.9204,0.9188,0.9121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39869999999999994,0.39869999999999994,0.5711068026210159
2019-07-27,0.8271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8271,0.8271,1.3597399555105182e-16
2019-07-26,-0.3358,-0.3358,0.2458,0.2458,0.989,-0.2263,-0.9686,0.9969,0.9891,0.5693,0.9843,0.9891,0.9969,0.9969,0.8225,0.8225,,,,,,,,,,,,,,,,,,,,,,,0.48635,0.8225,0.6048841989928125
2019-07-25,0.9834,0.2927,0.8481,0.4215,0.9969,0.9927,0.9927,0.8481,0.3612,0.3612,0.1531,0.9382,0.9754,0.9754,0.7933,0.7933,0.9638,,,,,,,,,,,,,,,,,,,,,,0.7465294117647059,0.8481,0.2812870836354596
2019-07-24,0.9382,-0.8442,-0.8442,-0.9618,-0.4795,0.9927,0.9331,0.9331,-0.9618,-0.4795,0.9359,0.9638,0.9359,0.9638,0.9638,-0.5957,0.0176,-0.6482,-0.5957,-0.7986,-0.3612,0.8935,-0.3612,0.8935,0.8074,,,,,,,,,,,,,,0.12962800000000002,0.07361400000000001,0.7780962203789085
2019-07-23,-0.9364,0.9968,0.9968,0.7269,0.7269,0.9705,0.9979,-0.9408,0.9744,0.9942,0.8126,-0.9083,-0.9083,-0.2549,0.9709,0.9709,0.9712,0.8126,0.9712,0.9477,0.9752,-0.9217,0.8555,,,,,,,,,,,,,,,,0.46964347826086955,0.9016,0.7644598391382798
2019-07-22,-0.2263,0.936,0.0516,0.0516,-0.9223,0.7152,0.7152,0.9749,0.7152,0.9749,-0.898,0.8929,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33174166666666666,0.7152,0.6585674817633315
2019-07-19,0.7732,-0.9565,0.9936,0.9963,0.9081,0.9081,-0.9879,0.9936,0.9294,0.9963,0.9942,0.3276,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5730000000000001,0.9081,0.6917947857200505
2019-07-21,0.9936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9936,0.9936,1.3597399555105182e-16
2019-07-20,-0.9968,-0.9968,-0.997,-0.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9969,-0.9969,8.944271909998174e-05
2019-07-18,0.8873,0.9967,-0.9876,0.9942,0.9837,0.9942,0.9837,0.7087,0.9294,-0.7845,-0.7845,0.8225,0.7406,0.7406,0.9863,-0.7717,-0.3573,0.631,0.5994,0.7082,,,,,,,,,,,,,,,,,,,0.451045,0.7406,0.690232115653489
2019-07-17,-0.802,0.9944,0.8225,0.9944,-0.802,0.9411,0.9411,0.9936,0.9936,0.9936,0.9618,-0.9873,0.9524,0.9524,-0.2263,-0.9873,0.9924,0.8319,-0.9971,0.8319,-0.9971,,,,,,,,,,,,,,,,,,0.35228571428571426,0.8865000000000001,0.8376840435367019
2019-07-16,0.6485,0.6485,0.9675,0.9983,0.9675,0.9898,0.9898,0.9662,0.9662,0.9354,0.9354,0.9873,0.6705,0.128,,,,,,,,,,,,,,,,,,,,,,,,,0.8427785714285714,0.9662,0.23056386238056004
2019-07-15,0.905,0.8669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88595,0.88595,0.01555425986667319
2019-07-14,-0.6412,0.964,0.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42893333333333333,0.6964666666666667,0.6661526278230504
2019-07-12,0.7967,0.8765,-0.9967,-0.9967,-0.8003,-0.9958,-0.891,-0.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4872875,-0.891,0.7346017207485538
2019-07-11,-0.2263,0.0516,0.0516,0.4215,0.8294,-0.9068,-0.5537,-0.9068,-0.5537,-0.5537,0.9636,0.9636,0.8294,0.8294,-0.9946,-0.9946,0.9905,0.6369,0.968,,,,,,,,,,,,,,,,,,,,0.09712105263157894,0.07436052631578947,0.7363007430558349
2019-07-10,0.9151,0.9704,0.9704,0.4791,0.9723,0.9723,0.99,-0.0387,0.99,-0.0387,0.9846,0.9337,0.8748,0.9423,0.9423,-0.2838,0.9359,-0.9936,0.9359,0.4779,-0.8925,0.4779,,,,,,,,,,,,,,,,,0.5689818181818183,0.9337,0.5994460389055533
2019-07-09,0.2574,0.2574,0.743,-0.9659,0.9643,0.9643,0.9964,0.9716,0.3833,0.9716,0.7845,-0.9832,-0.9878,-0.2306,0.9898,-0.8705,-0.2306,-0.3597,-0.7184,,,,,,,,,,,,,,,,,,,,0.1545736842105263,0.2574,0.7452616513650647
2019-07-08,-0.2263,0.9893,-0.4588,0.743,-0.4019,-0.4019,-0.8126,-0.8126,0.0258,0.8068,-0.2263,0.4588,-0.875,0.2198,-0.3612,0.0,0.91,0.983,0.9964,0.8422,0.9925,0.996,0.9925,-0.9906,-0.9906,-0.743,-0.743,,,,,,,,,,,,0.07082592592592594,0.0129,0.7242475445210438
2019-07-07,-0.7029,-0.7029,-0.7029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7029,-0.7029,0.0
2019-07-05,0.9933,0.9933,0.9867,-0.9894,-0.9894,0.9867,-0.9903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14155714285714288,0.5641285714285714,0.9271879040069142
2019-07-04,-0.9274,-0.9561,-0.9561,0.9939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.461425,-0.9274,0.7753004817085437
2019-07-03,0.9568,-0.9274,-0.0754,-0.0754,-0.6597,-0.6597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2401333333333333,-0.2401333333333333,0.5746217878288458
2019-07-02,0.9873,0.8855,0.8855,-0.6124,-0.6124,-0.8425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1151666666666666,0.1151666666666666,0.7486440498216315
2019-07-01,0.9979,0.9979,0.9985,0.9958,0.9958,0.9948,-0.2099,0.7786,0.9934,0.9812,0.9812,0.8658,0.9903,0.8658,-0.2099,0.2023,-0.1027,-0.8425,,,,,,,,,,,,,,,,,,,,,0.62635,0.9812,0.5557031961196837
2019-06-30,0.9911,-0.9884,0.9911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33126666666666665,0.6611833333333333,0.8214858751406232
2019-06-28,0.5208,0.9958,0.9274,0.9958,-0.9887,0.9911,-0.9887,0.8916,0.9274,0.77,0.8498,-0.1779,0.9766,0.7949,-0.8124,0.9925,0.5346,0.5346,-0.5267,-0.7184,,,,,,,,,,,,,,,,,,,0.37450500000000003,0.77,0.723536254823783
2019-06-27,0.9022,0.9022,-0.2263,0.7843,-0.9337,-0.7579,-0.1122,-0.1122,0.4902,0.4902,0.0,0.9949,0.9756,0.9937,0.6187,-0.25,,,,,,,,,,,,,,,,,,,,,,,0.29748125000000003,0.4902,0.6058417634092034
2019-06-26,0.3506,0.296,0.296,0.9949,-0.7081,0.6757,0.6705,0.7906,0.9435,-0.7081,-0.743,0.2263,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257075,0.296,0.5899014189300038
2019-06-25,0.2263,0.988,0.9283,0.9782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7802,0.9283,0.29305346554283684
2019-06-24,-0.1423,-0.1423,-0.1423,-0.4676,-0.4676,0.9657,0.9782,0.9657,0.6757,-0.9528,0.8777,-0.9528,0.8518,0.8518,,,,,,,,,,,,,,,,,,,,,,,,,0.20706428571428573,0.20706428571428573,0.6934708305397739
2019-06-23,-0.9528,0.6757,0.9681,0.9681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.414775,0.6757,0.7221378299448796
2019-06-21,0.9802,0.9802,0.802,0.9906,0.9906,0.9869,-0.9849,0.9895,0.9895,-0.9849,0.9935,-0.5719,-0.5719,0.9894,,,,,,,,,,,,,,,,,,,,,,,,,0.4699142857142857,0.9802,0.7819783329461749
2019-06-20,-0.9916,-0.9784,0.0276,0.934,0.934,-0.9784,-0.8441,0.9473,0.0276,0.0276,0.9473,0.8705,0.9869,-0.5574,-0.5574,0.7223,0.9742,-0.8176,0.9742,0.9721,0.9844,0.3182,,,,,,,,,,,,,,,,,0.22378636363636362,0.3182,0.7665722174973741
2019-06-19,0.9959,0.1018,0.9356,0.978,0.978,0.4766,0.9959,0.9356,-0.9901,-0.1122,-0.9917,-0.2263,0.8943,0.8943,-0.9031,-0.9904,0.6505,0.633,0.6956,0.9801,0.9954,0.9954,,,,,,,,,,,,,,,,,0.40555454545454545,0.6956,0.7229324520436473
2019-06-18,-0.9981,0.9865,0.9792,0.9792,0.9783,0.9717,0.9743,-0.431,0.5574,0.631,-0.9819,-0.9348,0.4939,-0.5574,0.4939,-0.1154,,,,,,,,,,,,,,,,,,,,,,,0.251675,0.4939,0.7405893365603363
2019-06-17,-0.2263,-0.1531,-0.9301,-0.9301,-0.875,0.8715,0.223,0.223,0.1893,0.9132,0.4748,-0.2263,-0.1027,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04221538461538463,-0.0724576923076923,0.5709682966525664
2019-06-16,-0.2263,-0.2263,0.5106,0.5106,0.2732,-0.9858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023999999999999983,-0.023999999999999983,0.4879742352683329
2019-06-15,0.9217,0.9217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9217,0.9217,0.0
2019-06-14,-0.9962,-0.9962,0.9288,0.9288,0.5941,0.7889,0.0847,-0.9813,-0.9813,-0.94,-0.6644,-0.204,-0.9507,-0.9813,0.9136,-0.4019,0.9231,0.9231,-0.8176,-0.7783,,,,,,,,,,,,,,,,,,,-0.18040499999999998,-0.4019,0.7935012822305766
2019-06-13,-0.9507,0.4122,-0.9507,0.4122,0.0258,0.9559,0.9301,0.9657,0.9657,-0.8834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18828,0.4122,0.7546216327766819
2019-06-12,0.7579,0.7579,-0.3476,-0.3476,0.9883,0.9883,-0.291,0.9073,0.9169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48115555555555556,0.7579,0.5548476359223894
2019-06-11,0.7147,0.7147,0.875,0.8718,0.8314,0.3971,0.8718,0.8922,0.8922,0.3833,0.976,0.6167,0.8689,0.8689,0.8445,0.9349,0.8445,0.875,0.8658,0.1875,0.1875,0.8885,0.3612,,,,,,,,,,,,,,,,0.7288739130434783,0.8551500000000001,0.2363144011410254
2019-06-10,0.9427,0.9427,0.7897,0.7897,0.7897,0.9784,0.9784,0.988,0.9504,0.6486,0.715,0.988,0.9837,,,,,,,,,,,,,,,,,,,,,,,,,,0.8834615384615384,0.9427,0.11168138984873924
2019-06-09,0.6617,0.9936,0.9936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8829666666666668,0.9382833333333334,0.13773738921908205
2019-06-07,0.9947,0.9947,0.959,0.8126,0.9921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95062,0.9755499999999999,0.06488341658404749
2019-06-06,0.6908,0.3182,0.3182,-0.891,-0.891,0.91,0.986,0.986,0.91,0.8967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42339000000000004,0.6908,0.6704876236463122
2019-06-05,0.8967,0.9152,0.4927,0.5423,0.5423,0.5423,0.9152,0.4927,-0.9904,0.8967,0.8012,-0.0276,0.5994,0.1779,0.8016,0.9427,0.9826,0.9201,-0.8572,-0.5574,,,,,,,,,,,,,,,,,,,0.45145,0.5423,0.5767791589960273
2019-06-04,0.9738,0.9738,0.8763,0.5494,-0.5574,-0.5574,0.2263,0.2263,0.5494,0.9533,0.9533,0.9826,0.839,0.9826,-0.9708,-0.5645,0.9374,0.9374,0.8804,0.93,0.93,-0.9668,-0.7645,0.8442,0.8442,0.25,0.9261,0.4019,-0.9133,-0.9941,-0.9133,0.9306,0.8425,-0.9349,-0.9903,-0.9031,-0.128,0.2732,0.23304210526315786,0.5494,0.7683080544079134
2019-06-03,-0.2263,-0.9807,0.6059,0.9936,0.9432,0.9783,0.9783,0.9261,0.6059,0.5423,0.5423,0.9274,0.9936,0.296,0.8834,0.8834,0.9905,0.9905,0.9905,0.9473,0.9473,0.807,,,,,,,,,,,,,,,,,0.7075363636363637,0.9261,0.46163536592875637
2019-05-31,0.7096,0.7096,0.9965,0.9965,-0.9838,0.9938,-0.9756,-0.9849,-0.93,-0.9854,-0.9443,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12709090909090912,-0.5285454545454545,0.8929876826144485
2019-05-30,0.0772,0.8689,0.8689,0.9241,0.9153,0.9688,0.1913,0.9735,-0.1857,0.2023,0.34,0.1253,0.1253,-0.8192,,,,,,,,,,,,,,,,,,,,,,,,,0.3982857142857143,0.34,0.5037448358777183
2019-05-29,0.34,0.34,0.1913,0.9584,0.9584,-0.984,-0.9881,-0.9831,-0.9791,-0.8074,-0.9791,-0.8074,-0.3818,0.9856,0.9856,,,,,,,,,,,,,,,,,,,,,,,,-0.14338,-0.26259,0.7917779378361826
2019-05-28,0.9819,0.9819,0.9779,-0.3818,0.9797,0.0772,0.1406,0.6322,0.1406,-0.9854,-0.9854,-0.2023,0.9846,,,,,,,,,,,,,,,,,,,,,,,,,,0.2570538461538462,0.1988269230769231,0.6830528447401886
2019-05-26,-0.8957,-0.4404,-0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5921666666666666,-0.5162833333333333,0.18894797623214235
2019-05-24,0.6798,0.6798,0.8373,0.8373,0.4939,0.8779,0.8294,-0.6369,-0.0007,-0.0007,-0.4767,0.959,-0.802,-0.6808,,,,,,,,,,,,,,,,,,,,,,,,,0.2569,0.4939,0.6227305279974638
2019-05-23,-0.8689,0.9858,-0.9381,-0.9857,-0.9463,0.9945,-0.8625,0.6632,-0.8074,0.6632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21022,-0.8074,0.832487465682326
2019-05-22,0.9976,-0.8074,-0.5969,-0.5969,-0.9865,0.959,-0.9865,0.8415,-0.2023,0.8415,-0.9862,0.8314,0.8979,0.8934,0.8934,0.8979,0.8934,0.8934,0.9368,-0.7894,0.4019,0.9368,-0.2023,-0.7894,0.0402,0.9794,0.9794,,,,,,,,,,,,0.2655962962962963,0.83645,0.7719604141374564
2019-05-21,0.9696,0.9696,-0.875,-0.875,-0.0415,0.982,-0.9958,-0.9961,0.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009644444444444468,-0.015927777777777766,0.852158187886062
2019-05-20,-0.9953,0.949,-0.8402,0.982,-0.2772,0.28,0.9804,0.28,-0.8402,-0.8719,-0.9533,-0.99,-0.99,-0.9313,-0.7314,0.9809,-0.2772,-0.9022,0.9956,-0.2772,-0.9022,0.9956,-0.9803,-0.8675,0.2263,-0.9694,-0.7606,-0.7783,-0.7783,,,,,,,,,,-0.3187655172413793,-0.76945,0.7519807378574401
